i_tpr,i_fpr
0.0,0.0
0.011904761904761904,0.0
0.5952380952380952,0.0
0.5952380952380952,0.004347826086956522
0.7619047619047619,0.004347826086956522
0.7619047619047619,0.008695652173913044
0.8809523809523809,0.008695652173913044
0.8809523809523809,0.013043478260869565
0.8928571428571429,0.013043478260869565
0.8928571428571429,0.017391304347826087
0.9285714285714286,0.017391304347826087
0.9285714285714286,0.021739130434782608
0.9523809523809523,0.021739130434782608
0.9523809523809523,0.043478260869565216
0.9642857142857143,0.043478260869565216
0.9642857142857143,0.05217391304347826
0.9761904761904762,0.05217391304347826
0.9761904761904762,0.06086956521739131
0.9880952380952381,0.06086956521739131
0.9880952380952381,0.11304347826086956
1.0,0.11304347826086956
1.0,1.0
